время,пользователь,сессия,событие,канал,устройство,категория,выручка,количество
2024-09-12 17:32:00,11796,207,визит,соцсети,десктоп,Канцелярия,,
2024-11-15 12:50:00,12911,1446,просмотр,поиск,мобильный,Книги,,
2024-09-12 00:55:00,11652,14,покупка,соцсети,десктоп,Книги,1323.0,2.0
2024-11-23 20:47:00,11560,9969,просмотр,реклама,мобильный,Настольные игры,,
2024-09-20 11:56:00,11778,9078,визит,реклама,мобильный,Настольные игры,,
2024-11-18 01:10:00,10870,8432,просмотр,реклама,десктоп,Книги,,
2024-09-26 08:53:00,12032,4529,корзина,соцсети,десктоп,Канцелярия,,
2024-10-13 19:22:00,13452,2306,визит,поиск,десктоп,Книги,,
2024-10-24 06:37:00,12521,7072,визит,реклама,мобильный,Канцелярия,,
2024-11-26 22:33:00,13375,10245,просмотр,,мобильный,Канцелярия,,
2024-10-29 02:00:00,12923,2222,оформление,соцсети,мобильный,Книги,,
2024-10-24 16:18:00,14097,10356,оформление,реклама,мобильный,Книги,,
2024-11-26 13:36:00,13122,3067,визит,рассылка,десктоп,Подарки,,
2024-10-06 14:16:00,12635,10621,визит,поиск,десктоп,Книги,,
2024-10-23 02:10:00,12251,8293,просмотр,поиск,мобильный,Комиксы,,
2024-09-01 02:01:00,10057,5439,визит,соцсети,десктоп,Книги,,
2024-09-27 11:45:00,10277,11334,визит,поиск,мобильный,Книги,,
2024-11-19 22:14:00,10699,11222,визит,соцсети,мобильный,Канцелярия,,
2024-11-09 10:55:00,10474,11462,визит,реклама,мобильный,Книги,,
2024-11-10 11:10:00,11663,10904,просмотр,поиск,мобильный,Книги,,
2024-09-06 10:15:00,13702,2263,визит,рассылка,мобильный,Канцелярия,,
2024-09-01 07:41:00,12260,4220,покупка,поиск,десктоп,Настольные игры,3780.0,2.0
2024-10-07 08:11:00,13256,7542,визит,поиск,мобильный,Канцелярия,,
2024-11-04 18:26:00,13116,7559,покупка,поиск,десктоп,Книги,1143.0,2.0
2024-09-05 07:26:00,10122,9615,оформление,поиск,десктоп,Комиксы,,
2024-09-17 06:09:00,11884,3063,визит,соцсети,мобильный,Канцелярия,,
2024-09-15 04:36:00,11873,4465,визит,реклама,мобильный,Канцелярия,,
2024-09-20 05:23:00,13530,11463,оформление,соцсети,десктоп,Книги,,
2024-09-23 23:32:00,12538,6277,визит,рассылка,мобильный,Книги,,
2024-10-26 04:15:00,11345,8941,визит,поиск,мобильный,Настольные игры,,
2024-09-09 00:46:00,12047,6237,визит,поиск,десктоп,Канцелярия,,
2024-10-26 02:48:00,12059,8343,визит,рассылка,мобильный,Канцелярия,,
2024-10-08 21:55:00,13325,8350,оформление,реклама,десктоп,Книги,,
2024-11-12 16:10:00,11241,1655,корзина,поиск,мобильный,Книги,,
2024-10-29 20:30:00,10047,8102,просмотр,соцсети,мобильный,Книги,,
2024-11-06 12:16:00,13710,7722,визит,рассылка,десктоп,Подарки,,
2024-10-30 13:10:00,12826,4790,визит,поиск,мобильный,Настольные игры,,
2024-10-06 19:59:00,13958,4657,визит,рассылка,десктоп,Книги,,
2024-11-05 22:41:00,11983,10975,просмотр,,мобильный,Канцелярия,,
2024-09-01 10:13:00,12390,11689,просмотр,соцсети,мобильный,Подарки,,
2024-11-01 05:01:00,11772,272,визит,реклама,десктоп,Комиксы,,
2024-10-29 15:28:00,11192,1220,корзина,реклама,десктоп,Канцелярия,,
2024-09-28 20:02:00,10057,2331,корзина,реклама,десктоп,Канцелярия,,
2024-11-26 01:22:00,12312,4316,визит,реклама,десктоп,Канцелярия,,
2024-11-01 20:07:00,11700,8882,просмотр,соцсети,мобильный,Книги,,
2024-09-06 11:17:00,13913,4273,визит,рассылка,десктоп,Настольные игры,,
2024-09-17 14:23:00,12979,3802,просмотр,реклама,десктоп,Канцелярия,,
2024-10-26 09:24:00,11191,1105,визит,рассылка,мобильный,Канцелярия,,
2024-09-14 08:22:00,10457,10980,оформление,поиск,мобильный,Книги,,
2024-09-29 17:18:00,11563,3619,просмотр,соцсети,мобильный,Комиксы,,
2024-11-25 04:20:00,12390,7605,корзина,соцсети,десктоп,Подарки,,
2024-10-15 23:15:00,12630,11865,визит,поиск,десктоп,Книги,,
2024-09-13 18:44:00,13057,1298,визит,реклама,мобильный,Комиксы,,
2024-09-24 20:53:00,10656,6104,визит,реклама,мобильный,Книги,,
2024-11-17 08:21:00,12308,7303,просмотр,реклама,десктоп,Настольные игры,,
2024-09-18 21:13:00,12314,9907,просмотр,соцсети,мобильный,Книги,,
2024-09-29 18:12:00,12830,2423,визит,поиск,мобильный,Книги,,
2024-09-13 17:08:00,11420,3843,корзина,поиск,десктоп,Книги,,
2024-09-30 03:24:00,13542,10898,визит,реклама,десктоп,Канцелярия,,
2024-09-07 05:46:00,12833,5357,просмотр,рассылка,десктоп,Канцелярия,,
2024-11-12 07:21:00,11679,1289,оформление,соцсети,десктоп,Канцелярия,,
2024-10-27 01:36:00,10853,7148,визит,поиск,мобильный,Комиксы,,
2024-11-28 03:40:00,13756,2853,визит,соцсети,мобильный,Комиксы,,
2024-09-25 21:55:00,11516,10369,покупка,поиск,десктоп,Настольные игры,2445.0,1.0
2024-11-05 11:47:00,12840,10137,визит,реклама,десктоп,Книги,,
2024-09-24 03:33:00,12763,5096,просмотр,поиск,мобильный,Подарки,,
2024-10-14 18:53:00,12848,152,оформление,поиск,мобильный,Настольные игры,,
2024-11-15 03:04:00,13400,7012,визит,реклама,десктоп,Комиксы,,
2024-09-09 02:34:00,12163,3855,корзина,поиск,десктоп,Настольные игры,,
2024-09-02 09:38:00,14129,11970,оформление,поиск,мобильный,Книги,,
2024-11-05 19:28:00,13865,9536,визит,реклама,мобильный,Книги,,
2024-11-27 16:57:00,10181,7563,визит,соцсети,мобильный,Канцелярия,,
2024-09-23 19:48:00,11461,4046,покупка,рассылка,десктоп,Настольные игры,2670.0,1.0
2024-10-13 03:04:00,11468,10183,просмотр,реклама,десктоп,Подарки,,
2024-10-25 19:52:00,13138,5111,просмотр,рассылка,десктоп,Книги,,
2024-11-01 09:11:00,12868,7206,визит,реклама,мобильный,Настольные игры,,
2024-09-11 11:48:00,10635,382,оформление,поиск,мобильный,Книги,,
2024-09-11 09:00:00,11418,7513,визит,поиск,десктоп,Комиксы,,
2024-09-08 06:59:00,12219,5095,визит,реклама,мобильный,Комиксы,,
2024-09-12 20:38:00,13320,4808,визит,поиск,мобильный,Книги,,
2024-09-21 00:41:00,12412,6619,корзина,поиск,мобильный,Настольные игры,,
2024-11-27 14:17:00,10955,911,визит,соцсети,мобильный,Комиксы,,
2024-10-30 18:24:00,11176,1026,корзина,поиск,десктоп,Книги,,
2024-11-10 17:10:00,14038,6931,покупка,соцсети,десктоп,Канцелярия,613.0,2.0
2024-09-12 09:58:00,10699,11402,оформление,поиск,десктоп,Книги,,
2024-10-20 13:35:00,13904,8186,визит,,десктоп,Книги,,
2024-11-19 12:03:00,11067,5382,покупка,поиск,мобильный,Настольные игры,3354.0,1.0
2024-10-30 10:58:00,13154,1184,просмотр,реклама,десктоп,Подарки,,
2024-10-04 06:27:00,13526,9338,визит,поиск,десктоп,Канцелярия,,
2024-09-22 14:44:00,13414,717,покупка,реклама,десктоп,Книги,748.0,2.0
2024-11-21 23:51:00,11705,7601,визит,соцсети,мобильный,Настольные игры,,
2024-10-31 11:26:00,10355,7483,просмотр,поиск,мобильный,Комиксы,,
2024-11-06 03:34:00,10766,3487,корзина,соцсети,десктоп,Канцелярия,,
2024-09-13 10:01:00,12396,9962,визит,поиск,мобильный,Книги,,
2024-10-31 23:06:00,11463,9135,покупка,поиск,десктоп,Настольные игры,6680.0,3.0
2024-11-07 12:12:00,11404,1714,визит,реклама,мобильный,Комиксы,,
2024-10-14 22:14:00,10855,6533,просмотр,соцсети,мобильный,Канцелярия,,
2024-09-15 17:36:00,10032,5850,визит,реклама,мобильный,Канцелярия,,
2024-09-02 03:13:00,11069,8778,визит,соцсети,десктоп,Настольные игры,,
2024-11-12 20:18:00,12234,2647,визит,поиск,десктоп,Книги,,
2024-10-26 06:34:00,11736,1227,просмотр,поиск,десктоп,Подарки,,
2024-09-02 06:46:00,10707,2196,оформление,поиск,десктоп,Комиксы,,
2024-09-20 05:48:00,12382,1477,визит,поиск,десктоп,Книги,,
2024-11-18 02:39:00,13162,9513,просмотр,соцсети,мобильный,Канцелярия,,
2024-11-03 22:26:00,12090,8771,просмотр,реклама,десктоп,Подарки,,
2024-11-27 05:11:00,13954,5112,просмотр,поиск,мобильный,Канцелярия,,
2024-11-17 22:56:00,10067,10317,визит,реклама,мобильный,Комиксы,,
2024-10-17 01:15:00,11909,6829,корзина,рассылка,десктоп,Книги,,
2024-10-03 16:56:00,11128,1996,просмотр,соцсети,мобильный,Канцелярия,,
2024-09-15 03:53:00,13531,3298,просмотр,поиск,мобильный,Книги,,
2024-09-25 23:57:00,11961,1539,визит,поиск,мобильный,Комиксы,,
2024-10-24 12:00:00,13636,11584,визит,поиск,десктоп,Комиксы,,
2024-10-16 08:12:00,13871,6194,корзина,реклама,мобильный,Книги,,
2024-09-23 20:38:00,13623,3474,покупка,поиск,десктоп,Канцелярия,197.0,1.0
2024-09-22 07:17:00,13951,4634,визит,поиск,десктоп,Настольные игры,,
2024-09-10 00:07:00,11283,10414,визит,реклама,десктоп,Комиксы,,
2024-10-15 17:26:00,12042,8531,визит,поиск,мобильный,Комиксы,,
2024-11-04 11:45:00,10544,1400,визит,поиск,десктоп,Канцелярия,,
2024-11-10 07:49:00,11692,638,визит,поиск,мобильный,Книги,,
2024-10-18 08:42:00,11523,11120,корзина,поиск,десктоп,Подарки,,
2024-10-13 14:18:00,12306,6000,визит,поиск,десктоп,Книги,,
2024-11-01 06:31:00,11379,8710,просмотр,поиск,десктоп,Подарки,,
2024-09-24 04:42:00,11864,6693,визит,поиск,мобильный,Книги,,
2024-10-15 07:49:00,11304,7996,визит,соцсети,мобильный,Канцелярия,,
